類別,科目代碼,科目名稱,學分,成績,,
專必,2101001,微積分（一）,4,80,專業必修,27
專必,2101002,微積分（二）,4,88,專業選修,0
專必,4101031,程式設計（一）,3,78,通識,13
專必,4101032,程式設計（二）,3,85,資訊能力,無
專必,4101033,程式設計實習（一）,1,78,英文能力,無
專必,4101034,程式設計實習（二）,1,85,,
專必,4101012,資訊概論,2,83,,
專必,4101155,線性代數,3,69,,
專必,4101013,機率論,3,72,,
專必,4102085,離散數學,3,80,,
通識,7101071,中國語文知識及其應用（漢字與文化）（次領域一）,2,83,,
通識,7102221,應用英語技巧（強化班）（次領域二）,2,72,,
通識,7404025,全球化的犯罪抗制（次領域四）,2,80,,
通識,7405006,生活經濟學（次領域五）,3,72,,
通識,7503021,探索大腦（次領域三）,2,73,,
通識,7503018,醫療與健康管理（次領域三）,2,81,,
