類別,科目代碼,科目名稱,學分,成績,,,
專必,2101001,微積分（一）,4,90,專業必修,42,
專必,2101002,微積分（二）,4,90,專選,12,
專必,4101031,程式設計（一）,3,93,通識教育,19,
專必,4101033,程式設計實習（一）,1,99,資訊能力,無,
專必,4101032,程式設計（二）,3,91,英文能力,無,
專必,4101034,程式設計實習（二）,1,99,,,
專必,4101013,機率論,3,68,,,
專必,4102090,工程數學,3,88,,,
專必,4102150,系統程式,3,84,,,
專必,4102160,物件導向程式設計,3,65,,,
專必,4102050,組合語言,3,74,,,
專必,4102100,數位系統導論,3,80,,,
專必,4102130,數位系統導論實驗,1,82,,,
專必,4102001,數位電子學,3,97,,,
專必,4102003,數位電子學實驗,1,96,,,
專必,4102085,離散數學,3,74,,,
專選,4100004,計算機導論,3,71,,,
專選,4100008,程式語言,3,99,,,
專選,4103061,數值分析,3,91,,,
專選,4106000,科技英文寫作與溝通技巧,3,82,,,
通識,7101110,中國語文知識及其應用（1945以前台灣古典文學史）,2,82,,,
通識,7101121,中國語文知識及其應用（先秦文學與思想）,2,77,,,
通識,7203001,邏輯,2,99,,,
通識,7402019,犯罪控制與資本主義,2,83,,,
通識,7404001,法學緒論,2,81,,,
通識,7405006,生活經濟學,3,91,,,
通識,7407010,創造力發展,2,73,,,
通識,7502003,化學的奇妙世界,2,83,,,
通識,7504020,資訊科技應用,2,88,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
