類別,科目代碼,科目名稱,學分,成績,,,
專必,2101001,微積分（一）,4,60,專業必修,38,
專必,2101002,微積分（二）,4,60,專選,6,
專必,4101000,計算機概論（一）,3,75,通識教育,18,
專必,4101009,計算機概論實習（一）,1,92,資訊能力,無,
專必,4100002,計算機概論（二）,3,67,英文能力,無,
專必,4101008,計算機概論實習（二）,1,73,,,
專必,4101012,資訊概論,2,77,,,
專必,4101013,機率論,3,69,,,
專必,4102090,工程數學,3,62,,,
專必,4102068,計算方法概論,3,64,,,
專必,4102050,組合語言,3,80,,,
專必,4102100,數位系統導論,3,82,,,
專必,4102130,數位系統導論實驗,1,68,,,
專必,4102003,數位電子學實驗,1,77,,,
專必,4102085,離散數學,3,73,,,
專選,4103039,電腦網路概論,3,60,,,
專選,4104061,資料庫系統,3,72,,,
通識,7101084,中國語文知識及其應用（文學閱讀與習作）,2,80,,,
通識,7101071,中國語文知識及其應用（漢字與文化）,2,81,,,
通識,7102002,現代英語閱讀,2,68,,,
通識,,實用英語技巧,2,80,,,
通識,7305002,基督信仰與西方近代科學,2,79,,,
通識,7403002,憲法與政府,2,85,,,
通識,7404018,憲法-基本人權,2,85,,,
通識,7506003,認識海洋,2,76,,,
通識,7501018,今日汽車,2,84,,,
