類別,科目代碼,科目名稱,學分,成績,,
專必,2101001,微積分（一）,4,65,專業必修,21
專必,2101002,微積分（二）,4,62,專業選修,0
專必,4101032,程式設計（二）,3,82,通識,16
專必,4101033,程式設計實習（一）,1,73,資訊能力,無
專必,4101034,程式設計實習（二）,1,65,英文能力,無
專必,4101012,資訊概論,2,69,,
專必,4101155,線性代數,3,61,,
專必,4101013,機率論,3,70,,
通識,7101124,中國語文知識及其應用（臺灣語言）（次領域一）,2,60,,
通識,7102121,實用英語技巧（強化班）（次領域二）,2,77,,
通識,7102221,應用英語技巧（強化班）（次領域二）,2,64,,
通識,7402040,媒體素養（次領域二）,2,78,,
通識,7404001,法學緒論（次領域四）,2,70,,
通識,7406018,理財與生活（次領域六）,2,75,,
通識,7502002,今日化工（次領域二）,2,73,,
通識,7501011,建築與防震（次領域七）,2,67,,
