類別,科目代碼,科目名稱,學分,成績,,
專必,2101001,微積分（一）,4,63,專必,66
專必,2101002,微積分（二）,4,60,專選,15
專必,4101000,計算機概論（一）,3,68,通識,28
專必,4100002,計算機概論（二）,3,60,資訊能力,通過學、術科
專必,4101009,計算機概論實習（一）,1,90,英文能力,
專必,4101008,計算機概論實習（二）,1,60,,
專必,4101012,資訊概論,2,60,,
專必,4101155,線性代數,3,90,,
專必,4102150,系統程式,3,64,,
專必,4102160,物件導向程式設計,3,67,,
專必,4102068,計算方法概論,3,67,,
專必,4102050,組合語言,3,98,,
專必,4102062,資料結構,3,80,,
專必,4102100,數位系統導論,3,65,,
專必,4102130,數位系統導論實驗,1,83,,
專必,4102001,數位電子學,3,80,,
專必,4102003,數位電子學實驗,1,88,,
專必,4102085,離散數學,3,70,,
專必,4103080,作業系統設計與實作,3,84,,
專必,4103083,作業系統設計與實作實習,1,84,,
專必,4103001,作業系統概論,3,66,,
專必,4103055,計算機組織,3,71,,
專必,4103020,程式語言導論,3,81,,
專必,4103800,資訊工程研討,1,82,,
專必,4104800,專題實驗（一）,2,90,,
專必,4104005,編譯器設計,3,83,,
專必,4101013,機率論,3,76,,
專選,4103066,人工智慧導論,3,84,,
專選,4103039,電腦網路概論,3,84,,
專選,4103061,數值分析,3,68,,
專選,4105246,電腦遊戲計算與人工智慧,3,90,,
通識,7101084,中國語文知識及其應用（文學閱讀與習作）（次領域一）,2,82,,
通識,7101125,中國語文知識及其應用（史記）（次領域一）,2,77,,
通識,7102001,英語聽講（次領域二）,2,71,,
通識,7102002,現代英語閱讀（次領域二）,2,67,,
通識,7303002,哲學概論（次領域三）,2,90,,
通識,7304019,藝術基礎理論與賞析（次領域四）,2,92,,
通識,7402010,都市計畫概論（次領域二）,2,77,,
通識,7403002,憲法與政府（次領域三）,2,79,,
通識,7404001,法學緒論（次領域四）,2,89,,
通識,7406002,資訊與管理（次領域六）,2,76,,
通識,7502002,今日化工（次領域二）,2,68,,
通識,7503014,健康與管理（次領域三）,2,79,,
通識,7501018,今日汽車（次領域七）,2,71,,
通識,7501011,建築與防震（次領域七）,2,75,,
