類別,科目代碼,科目名稱,學分,成績,,,
專必,2101001,微積分（一）,4,72,專業必修,49,
專必,4101000,計算機概論（一）,3,74,專選,0,
專必,4101009,計算機概論實習（一）,1,97,通識教育,20,
專必,4100002,計算機概論（二）,3,81,資訊能力,通過術科,
專必,4101008,計算機概論實習（二）,1,94,英文能力,GEPT(全民英檢中級複試),
專必,4101012,資訊概論,2,88,,,
專必,4101155,線性代數,3,84,,,
專必,4101013,機率論,3,71,,,
專必,4102090,工程數學,3,94,,,
專必,4102150,系統程式,3,86,,,
專必,4102160,物件導向程式設計,3,83,,,
專必,4102068,計算方法概論,3,84,,,
專必,4102050,組合語言,3,98,,,
專必,4102062,資料結構,3,96,,,
專必,4102100,數位系統導論,3,87,,,
專必,4102130,數位系統導論實驗,1,81,,,
專必,4102001,數位電子學,3,97,,,
專必,4102003,數位電子學實驗,1,95,,,
專必,4102085,離散數學,3,66,,,
通識,7306019,中正講座（十三）,1,83,,,
通識,7101101,中國語文知識及其應用（文學與人生）,2,95,,,
通識,7102001,英語聽講,2,73,,,
通識,7102002,現代英語閱讀,2,62,,,
通識,7404013,所得稅法,2,84,,,
通識,7404005,憲法-政府組織,2,82,,,
通識,7405004,投資學概論,3,78,,,
通識,7502002,今日化工,2,92,,,
通識,7503018,醫療與健康管理,2,96,,,
通識,7501018,今日汽車,2,86,,,
