類別,科目代碼,科目名稱,學分,成績,,
專必,4101031,程式設計（一）,3,76,專業必修,13
專必,4101032,程式設計（二）,3,75,專業選修,0
專必,4101033,程式設計實習（一）,1,76,通識,16
專必,4101034,程式設計實習（二）,1,75,資訊能力,無
專必,4101012,資訊概論,2,64,英文能力,通過GEPT(全民英檢中級複試)
專必,4102085,離散數學,3,60,,
通識,7101121,中國語文知識及其應用（先秦文學與思想）（次領域一）,2,77,,
通識,7101122,中國語文知識及其應用（先秦諸子寓言）（次領域一）,2,84,,
通識,7102121,實用英語技巧（強化班）（次領域二）,2,TR,,
通識,7102221,應用英語技巧（強化班）（次領域二）,2,82,,
通識,7406003,個人財務規劃（次領域六）,2,79,,
通識,7406002,資訊與管理（次領域六）,2,83,,
通識,7407010,創造力發展（次領域七）,2,80,,
通識,7507014,綠色建築概論（次領域七）,2,79,,
