類別,科目代碼,科目名稱,學分,成績,,
專必,2101002,微積分（二）,4,61,專業必修,19
專必,4101031,程式設計（一）,3,60,專業選修,0
專必,4101033,程式設計實習（一）,1,88,通識,18
專必,4101012,資訊概論,2,84,資訊能力,無
專必,4101155,線性代數,3,66,英文能力,無
專必,4101013,機率論,3,72,,
專必,4102085,離散數學,3,66,,
通識,7101120,中國語文知識及其應用（小說與戲劇）（次領域一）,2,60,,
通識,7101122,中國語文知識及其應用（先秦諸子寓言）（次領域一）,2,83,,
通識,7102111,實用英語表達（基礎班）（次領域二）,2,80,,
通識,7102211,應用英語表達（基礎班）（次領域二）,2,68,,
通識,7303002,哲學概論（次領域三）,2,82,,
通識,7403012,國際政治與生活（次領域三）,2,78,,
通識,7404013,所得稅法（次領域四）,2,68,,
通識,7404001,法學緒論（次領域四）,2,92,,
通識,7502002,今日化工（次領域二）,2,74,,
