類別,科目代碼,科目名稱,學分,成績,,
專必,2101001,微積分（一）,4,64,專業必修,21
專必,2101002,微積分（二）,4,62,專業選修,0
專必,4101031,程式設計（一）,3,74,通識,14
專必,4101032,程式設計（二）,3,68,資訊能力,無
專必,4101033,程式設計實習（一）,1,74,英文能力,通過GEPT(全民英檢中級複試)
專必,4101034,程式設計實習（二）,1,68,,
專必,4101012,資訊概論,2,83,,
專必,4102085,離散數學,3,63,,
通識,7101058,中國語文知識及其應用（中國現代小說與電影）（次領域一）,2,80,,
通識,7101119,中國語文知識及其應用（文學．圖像．敘述）（次領域一）,2,60,,
通識,7102111,實用英語表達（基礎班）（次領域二）,2,77,,
通識,7102211,應用英語表達（基礎班）（次領域二）,2,77,,
通識,7304023,造形藝術與設計（次領域四）,2,89,,
通識,7402010,都市計畫概論（次領域二）,2,72,,
通識,7406003,個人財務規劃（次領域六）,2,70,,
