類別,科目代碼,科目名稱,學分,成績,,
專必,2101001,微積分（一）,4,71,專業必修,27
專必,2101002,微積分（二）,4,75,專業選修,0
專必,4101031,程式設計（一）,3,75,通識,15
專必,4101032,程式設計（二）,3,67,資訊能力,
專必,4101033,程式設計實習（一）,1,75,英文能力,通過TOEIC(多益測驗)
專必,4101034,程式設計實習（二）,1,67,,
專必,4101012,資訊概論,2,87,,
專必,4101155,線性代數,3,70,,
專必,4101013,機率論,3,71,,
專必,4102085,離散數學,3,79,,
通識,7101122,中國語文知識及其應用（先秦諸子寓言）（次領域一）,2,93,,
通識,7101128,中國語文知識及其應用（聊齋誌異）（次領域一）,2,91,,
通識,7102121,實用英語技巧（強化班）（次領域二）,2,85,,
通識,7102221,應用英語技巧（強化班）（次領域二）,2,79,,
通識,7403008,電影與國際關係（次領域三）,2,88,,
通識,7404013,所得稅法（次領域四）,2,90,,
通識,7405006,生活經濟學（次領域五）,3,97,,
